Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,km_year_category,km_year_equal_category,Make_smart,km_per_euro,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal
BMW,7 Series,2009,Sedan,215210.0,3000.0,Diesel,Automatic,16500.0,13,16555.0,Medium,Low_e,BMW,13.0,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Polo,2007,Hatchback,305988.0,1400.0,Diesel,Manual,3250.0,15,20399.0,High,Medium_e,Volkswagen,94.2,0,0,0,0,1,0,0,0,0,0,0,0
BMW,5 Series,2014,Sedan,231250.0,2000.0,Diesel,Automatic,18000.0,8,28906.0,High,Medium_e,BMW,12.8,0,0,0,0,0,0,0,0,0,0,1,0
Vaz,2121niva,2004,Minivan,12000.0,1700.0,Petrol,Manual,1800.0,18,667.0,Low,Low_e,Vaz,6.7,0,0,0,0,0,0,1,0,0,0,0,0
BMW,5 Series,1998,Sedan,11111.0,2500.0,Petrol,Manual,3200.0,24,463.0,Low,Low_e,BMW,3.5,0,0,0,0,0,0,0,0,0,0,1,0
Nissan,Rare,2014,Hatchback,87100.0,1200.0,Petrol,Manual,7950.0,8,10888.0,Low,Low_e,Nissan,11.0,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Avensis,2000,Sedan,420000.0,1600.0,Metan/Propan,Manual,2999.0,22,19091.0,High,Medium_e,Toyota,140.0,0,0,0,0,0,0,0,0,0,0,1,0
Honda,CR-V,2002,Universal,275100.0,2000.0,Petrol,Manual,5900.0,20,13755.0,Medium,Low_e,Honda,46.6,0,0,0,0,0,0,0,0,0,0,0,1
BMW,5 Series,2015,Sedan,180236.0,2000.0,Diesel,Automatic,21500.0,7,25748.0,High,Medium_e,BMW,8.4,0,0,0,0,0,0,0,0,0,0,1,0
Honda,CR-V,2010,Crossover,183000.0,2200.0,Diesel,Manual,12999.0,12,15250.0,Medium,Low_e,Honda,14.1,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Rare,2011,Hatchback,195000.0,1500.0,Diesel,Manual,5250.0,11,17727.0,High,Medium_e,Nissan,37.1,0,0,0,0,1,0,0,0,0,0,0,0
Volkswagen,Passat,1993,Universal,311254.0,2000.0,Metan/Propan,Manual,29000.0,29,10733.0,Low,Low_e,Volkswagen,10.7,0,0,0,0,0,0,0,0,0,0,0,1
Opel,Astra,2010,Hatchback,190000.0,1300.0,Diesel,Manual,6500.0,12,15833.0,Medium,Low_e,Opel,29.2,0,0,0,0,1,0,0,0,0,0,0,0
Skoda,Rapid,2016,Universal,116000.0,1598.0,Petrol,Automatic,10300.0,6,19333.0,High,Medium_e,Skoda,11.3,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Sharan,2006,Minivan,250000.0,2000.0,Diesel,Manual,6900.0,16,15625.0,Medium,Low_e,Volkswagen,36.2,0,0,0,0,0,0,1,0,0,0,0,0
Nissan,Qashqai,2015,Crossover,149000.0,1200.0,Petrol,Automatic,12500.0,7,21286.0,High,Medium_e,Nissan,11.9,0,0,0,1,0,0,0,0,0,0,0,0
Skoda,Superb,2016,Sedan,170000.0,2000.0,Diesel,Automatic,17490.0,6,28333.0,High,Medium_e,Skoda,9.7,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Land Cruiser,2001,SUV,250000.0,4700.0,Metan/Propan,Automatic,9990.0,21,11905.0,Medium,Low_e,Toyota,25.0,0,0,0,0,0,0,0,0,0,1,0,0
Toyota,Corolla,2006,Universal,256000.0,1400.0,Diesel,Manual,5490.0,16,16000.0,Medium,Low_e,Toyota,46.6,0,0,0,0,0,0,0,0,0,0,0,1
Mazda,Rare,2002,SUV,255000.0,2000.0,Petrol,Manual,3990.0,20,12750.0,Medium,Low_e,Mazda,63.9,0,0,0,0,0,0,0,0,0,1,0,0
Chevrolet,Rare,2011,Hatchback,190000.0,1400.0,Plug-in Hybrid,Automatic,9150.0,11,17273.0,High,Medium_e,Chevrolet,20.8,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,Rare,2019,Crossover,24000.0,3000.0,Petrol,Automatic,51000.0,3,8000.0,Low,Low_e,Mercedes,0.5,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Passat,2002,Universal,270000.0,1800.0,Petrol,Manual,2550.0,20,13500.0,Medium,Low_e,Volkswagen,105.9,0,0,0,0,0,0,0,0,0,0,0,1
Volkswagen,Touareg,2010,SUV,235000.0,3000.0,Diesel,Automatic,20950.0,12,19583.0,High,Medium_e,Volkswagen,11.2,0,0,0,0,0,0,0,0,0,1,0,0
BMW,5 Series,2000,Sedan,254604.0,2500.0,Petrol,Manual,4500.0,22,11573.0,Low,Low_e,BMW,56.6,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Megane,2009,Universal,165000.0,1500.0,Diesel,Manual,4999.0,13,12692.0,Medium,Low_e,Renault,33.0,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,C-HR,2017,Crossover,115000.0,1800.0,Hybrid,Automatic,17999.0,5,23000.0,High,Medium_e,Toyota,6.4,0,0,0,1,0,0,0,0,0,0,0,0
BMW,7 Series,1998,Sedan,350000.0,3500.0,Petrol,Manual,3990.0,24,14583.0,Medium,Low_e,BMW,87.7,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,2012,Sedan,150000.0,2500.0,Diesel,Automatic,14490.0,10,15000.0,Medium,Low_e,Mercedes,10.4,0,0,0,0,0,0,0,0,0,0,1,0
Audi,Rare,2018,Hatchback,31091.0,3000.0,Petrol,Automatic,35500.0,4,7773.0,Low,Low_e,Audi,0.9,0,0,0,0,1,0,0,0,0,0,0,0
Renault,Clio,2006,Hatchback,280000.0,1461.0,Diesel,Manual,4299.0,16,17500.0,High,Medium_e,Renault,65.1,0,0,0,0,1,0,0,0,0,0,0,0
Citroen,C3,2012,Hatchback,145000.0,1400.0,Diesel,Automatic,6899.0,10,14500.0,Medium,Low_e,Citroen,21.0,0,0,0,0,1,0,0,0,0,0,0,0
Audi,A6,1997,Sedan,29800.0,2400.0,Metan/Propan,Manual,2750.0,25,1192.0,Low,Low_e,Audi,10.8,0,0,0,0,0,0,0,0,0,0,1,0
Ford,Fusion,2013,Sedan,178000.0,2000.0,Hybrid,Automatic,9290.0,9,19778.0,High,Medium_e,Ford,19.2,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Prius,2014,Sedan,140000.0,800.0,Plug-in Hybrid,Automatic,11200.0,8,17500.0,High,Medium_e,Toyota,12.5,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Vento,1993,Sedan,300000.0,1800.0,Petrol,Manual,1700.0,29,10345.0,Low,Low_e,Volkswagen,176.5,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Rare,2017,Crossover,129000.0,1500.0,Diesel,Automatic,10990.0,5,25800.0,High,Medium_e,Renault,11.7,0,0,0,1,0,0,0,0,0,0,0,0
Lexus,CT Series,2012,Hatchback,193000.0,1800.0,Hybrid,Automatic,10950.0,10,19300.0,High,Medium_e,Lexus,17.6,0,0,0,0,1,0,0,0,0,0,0,0
Volvo,XC60,2010,SUV,202000.0,2400.0,Diesel,Automatic,14750.0,12,16833.0,Medium,Medium_e,Volvo,13.7,0,0,0,0,0,0,0,0,0,1,0,0
Dacia,Rare,2013,Minivan,209000.0,1500.0,Diesel,Manual,5750.0,9,23222.0,High,Medium_e,Dacia,36.3,0,0,0,0,0,0,1,0,0,0,0,0
Hyundai,Rare,2010,Hatchback,145000.0,1400.0,Petrol,Manual,4750.0,12,12083.0,Medium,Low_e,Hyundai,30.5,0,0,0,0,1,0,0,0,0,0,0,0
Lexus,CT Series,2012,Hatchback,194000.0,1800.0,Hybrid,Automatic,9999.0,10,19400.0,High,Medium_e,Lexus,19.4,0,0,0,0,1,0,0,0,0,0,0,0
Volvo,XC90,2008,SUV,249000.0,2400.0,Diesel,Manual,11500.0,14,17786.0,High,Medium_e,Volvo,21.7,0,0,0,0,0,0,0,0,0,1,0,0
Hyundai,Getz,2008,Hatchback,142000.0,1100.0,Petrol,Manual,3499.0,14,10143.0,Low,Low_e,Hyundai,40.6,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,A Class,2005,Hatchback,260000.0,1500.0,Metan/Propan,Automatic,4750.0,17,15294.0,Medium,Low_e,Mercedes,54.7,0,0,0,0,1,0,0,0,0,0,0,0
Mercedes,C Class,2002,Coupe,240000.0,2300.0,Petrol,Manual,3499.0,20,12000.0,Medium,Low_e,Mercedes,68.6,0,0,1,0,0,0,0,0,0,0,0,0
Jaguar,Rare,2012,Sedan,120000.0,2200.0,Diesel,Automatic,15999.0,10,12000.0,Medium,Low_e,Rare expensive,7.5,0,0,0,0,0,0,0,0,0,0,1,0
Mercedes,E Class,2010,Sedan,182000.0,1800.0,Petrol,Automatic,11750.0,12,15167.0,Medium,Low_e,Mercedes,15.5,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Octavia,2005,Universal,300000.0,2000.0,Petrol,Manual,4999.0,17,17647.0,High,Medium_e,Skoda,60.0,0,0,0,0,0,0,0,0,0,0,0,1
Opel,Astra,2008,Universal,310000.0,1300.0,Diesel,Manual,4850.0,14,22143.0,High,Medium_e,Opel,63.9,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Superb,2014,Sedan,186000.0,1600.0,Diesel,Automatic,12300.0,8,23250.0,High,Medium_e,Skoda,15.1,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Rare,2011,Pickup,150000.0,2000.0,Diesel,Manual,12800.0,11,13636.0,Medium,Low_e,Volkswagen,11.7,0,0,0,0,0,0,0,1,0,0,0,0
Mercedes,Vito,2000,Minivan,258000.0,2200.0,Diesel,Automatic,2999.0,22,11727.0,Low,Low_e,Mercedes,86.0,0,0,0,0,0,0,1,0,0,0,0,0
Nissan,Qashqai,2016,Crossover,151000.0,1500.0,Diesel,Manual,13890.0,6,25167.0,High,Medium_e,Nissan,10.9,0,0,0,1,0,0,0,0,0,0,0,0
BMW,5 Series,2018,Sedan,46000.0,2000.0,Petrol,Automatic,27650.0,4,11500.0,Low,Low_e,BMW,1.7,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Megane,2010,Universal,257110.0,1500.0,Diesel,Manual,4999.0,12,21426.0,High,Medium_e,Renault,51.4,0,0,0,0,0,0,0,0,0,0,0,1
Ford,Mondeo,2016,Sedan,167000.0,1500.0,Diesel,Manual,12990.0,6,27833.0,High,Medium_e,Ford,12.9,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,C-HR,2018,Crossover,114000.0,1800.0,Hybrid,Automatic,16750.0,4,28500.0,High,Medium_e,Toyota,6.8,0,0,0,1,0,0,0,0,0,0,0,0
Nissan,Qashqai,2017,Crossover,157600.0,1500.0,Diesel,Manual,11990.0,5,31520.0,High,Medium_e,Nissan,13.1,0,0,0,1,0,0,0,0,0,0,0,0
Toyota,Auris,2014,Universal,190000.0,1800.0,Hybrid,Automatic,8990.0,8,23750.0,High,Medium_e,Toyota,21.1,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,C-HR,2017,Crossover,119000.0,1800.0,Hybrid,Automatic,18790.0,5,23800.0,High,Medium_e,Toyota,6.3,0,0,0,1,0,0,0,0,0,0,0,0
Peugeot,Rare,2018,Crossover,145000.0,1500.0,Diesel,Automatic,16790.0,4,36250.0,High,High_e,Peugeot,8.6,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Kadjar,2016,Crossover,150200.0,1500.0,Diesel,Automatic,13450.0,6,25033.0,High,Medium_e,Renault,11.2,0,0,0,1,0,0,0,0,0,0,0,0
Lexus,NX Series,2015,SUV,149000.0,2500.0,Hybrid,Automatic,21750.0,7,21286.0,High,Medium_e,Lexus,6.9,0,0,0,0,0,0,0,0,0,1,0,0
Volkswagen,Passat,2006,Sedan,216000.0,2000.0,Petrol,Automatic,5350.0,16,13500.0,Medium,Low_e,Volkswagen,40.4,0,0,0,0,0,0,0,0,0,0,1,0
Infiniti,Rare,2016,Crossover,88000.0,1500.0,Diesel,Automatic,15790.0,6,14667.0,Medium,Low_e,Rare expensive,5.6,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Passat,2007,Universal,320000.0,1600.0,Metan/Propan,Manual,5999.0,15,21333.0,High,Medium_e,Volkswagen,53.3,0,0,0,0,0,0,0,0,0,0,0,1
Hyundai,Matrix,2006,Hatchback,298000.0,1500.0,Diesel,Manual,2999.0,16,18625.0,High,Medium_e,Hyundai,99.4,0,0,0,0,1,0,0,0,0,0,0,0
Honda,Civic,2017,Hatchback,27138.0,1500.0,Petrol,Automatic,13300.0,5,5428.0,Low,Low_e,Honda,2.0,0,0,0,0,1,0,0,0,0,0,0,0
Renault,Kadjar,2016,Crossover,140000.0,1500.0,Diesel,Automatic,12400.0,6,23333.0,High,Medium_e,Renault,11.3,0,0,0,1,0,0,0,0,0,0,0,0
Skoda,Octavia,2012,Sedan,166000.0,1600.0,Diesel,Automatic,8990.0,10,16600.0,Medium,Low_e,Skoda,18.5,0,0,0,0,0,0,0,0,0,0,1,0
Skoda,Superb,2009,Sedan,223000.0,2000.0,Diesel,Automatic,8990.0,13,17154.0,High,Medium_e,Skoda,24.8,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Corolla,2006,Universal,198563.0,1400.0,Diesel,Automatic,5350.0,16,12410.0,Medium,Low_e,Toyota,37.1,0,0,0,0,0,0,0,0,0,0,0,1
Volvo,Rare,2000,Sedan,202698.0,2800.0,Petrol,Automatic,3999.0,22,9214.0,Low,Low_e,Volvo,50.7,0,0,0,0,0,0,0,0,0,0,1,0
Land Rover,Freelander,2000,SUV,230000.0,2000.0,Diesel,Manual,2750.0,22,10455.0,Low,Low_e,Land Rover,83.6,0,0,0,0,0,0,0,0,0,1,0,0
BMW,5 Series,2018,Sedan,82000.0,2000.0,Diesel,Automatic,34000.0,4,20500.0,High,Medium_e,BMW,2.4,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Passat,1995,Universal,250369.0,1800.0,Petrol,Manual,2700.0,27,9273.0,Low,Low_e,Volkswagen,92.7,0,0,0,0,0,0,0,0,0,0,0,1
KIA,Rare,2005,Sedan,250632.0,2000.0,Metan/Propan,Manual,2690.0,17,14743.0,Medium,Low_e,KIA,93.2,0,0,0,0,0,0,0,0,0,0,1,0
Seat,Rare,1998,Combi,300000.0,1900.0,Diesel,Manual,1450.0,24,12500.0,Medium,Low_e,Seat,206.9,0,1,0,0,0,0,0,0,0,0,0,0
Skoda,Fabia,2012,Minivan,165500.0,1200.0,Diesel,Manual,5100.0,10,16550.0,Medium,Low_e,Skoda,32.5,0,0,0,0,0,0,1,0,0,0,0,0
Mitsubishi,Outlander,2011,SUV,248000.0,2000.0,Petrol,Automatic,9900.0,11,22545.0,High,Medium_e,Mitsubishi,25.1,0,0,0,0,0,0,0,0,0,1,0,0
Ford,Focus,2016,Universal,170000.0,1499.0,Diesel,Manual,8890.0,6,28333.0,High,Medium_e,Ford,19.1,0,0,0,0,0,0,0,0,0,0,0,1
Renault,Megane,2008,Universal,245000.0,1500.0,Diesel,Manual,3600.0,14,17500.0,High,Medium_e,Renault,68.1,0,0,0,0,0,0,0,0,0,0,0,1
Honda,Civic,1999,Universal,290000.0,1500.0,Petrol,Manual,1800.0,23,12609.0,Medium,Low_e,Honda,161.1,0,0,0,0,0,0,0,0,0,0,0,1
Hyundai,Tucson,2014,Crossover,120000.0,200.0,Metan/Propan,Automatic,12000.0,8,15000.0,Medium,Low_e,Hyundai,10.0,0,0,0,1,0,0,0,0,0,0,0,0
Renault,Rare,2007,Sedan,211000.0,1400.0,Petrol,Manual,2900.0,15,14067.0,Medium,Low_e,Renault,72.8,0,0,0,0,0,0,0,0,0,0,1,0
Audi,A4,2012,Sedan,166700.0,2000.0,Petrol,Automatic,10200.0,10,16670.0,Medium,Medium_e,Audi,16.3,0,0,0,0,0,0,0,0,0,0,1,0
Audi,Rare,2016,Hatchback,145000.0,1400.0,Electric,Automatic,16450.0,6,24167.0,High,Medium_e,Audi,8.8,0,0,0,0,1,0,0,0,0,0,0,0
Lexus,CT Series,2014,Sedan,81700.0,1800.0,Hybrid,Automatic,12450.0,8,10212.0,Low,Low_e,Lexus,6.6,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Auris,2013,Universal,142865.0,1400.0,Diesel,Manual,8700.0,9,15874.0,Medium,Low_e,Toyota,16.4,0,0,0,0,0,0,0,0,0,0,0,1
Vaz,2107,2007,Sedan,135865.0,1400.0,Petrol,Manual,1500.0,15,9058.0,Low,Low_e,Vaz,90.6,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Grand Scenic,2013,Minivan,181000.0,1500.0,Diesel,Automatic,7000.0,9,20111.0,High,Medium_e,Renault,25.9,0,0,0,0,0,0,1,0,0,0,0,0
Skoda,Octavia,2014,Universal,155000.0,1400.0,Petrol,Automatic,9700.0,8,19375.0,High,Medium_e,Skoda,16.0,0,0,0,0,0,0,0,0,0,0,0,1
Skoda,Octavia,2015,Sedan,164000.0,1600.0,Diesel,Automatic,12750.0,7,23429.0,High,Medium_e,Skoda,12.9,0,0,0,0,0,0,0,0,0,0,1,0
Volkswagen,Rare,2010,Coupe,150589.0,1400.0,Petrol,Manual,7999.0,12,12549.0,Medium,Low_e,Volkswagen,18.8,0,0,1,0,0,0,0,0,0,0,0,0
Ford,Focus,2015,Universal,152523.0,1500.0,Diesel,Automatic,9300.0,7,21789.0,High,Medium_e,Ford,16.4,0,0,0,0,0,0,0,0,0,0,0,1
Opel,Astra,2007,Universal,190000.0,1300.0,Diesel,Manual,4499.0,15,12667.0,Medium,Low_e,Opel,42.2,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Avensis,2014,Universal,165000.0,2000.0,Diesel,Manual,15600.0,8,20625.0,High,Medium_e,Toyota,10.6,0,0,0,0,0,0,0,0,0,0,0,1
BMW,7 Series,2006,Sedan,260000.0,3000.0,Diesel,Automatic,11000.0,16,16250.0,Medium,Low_e,BMW,23.6,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,Auris,2011,Hatchback,182251.0,1798.0,Hybrid,Automatic,8200.0,11,16568.0,Medium,Low_e,Toyota,22.2,0,0,0,0,1,0,0,0,0,0,0,0
Fiat,Rare,2008,Hatchback,185000.0,1300.0,Diesel,Automatic,3600.0,14,13214.0,Medium,Low_e,Fiat,51.4,0,0,0,0,1,0,0,0,0,0,0,0
Chevrolet,Aveo,2012,Hatchback,187000.0,1300.0,Diesel,Manual,4600.0,10,18700.0,High,Medium_e,Chevrolet,40.7,0,0,0,0,1,0,0,0,0,0,0,0
Renault,Megane,2005,Sedan,190000.0,1500.0,Diesel,Manual,3200.0,17,11176.0,Low,Low_e,Renault,59.4,0,0,0,0,0,0,0,0,0,0,1,0
Suzuki,Rare,2005,SUV,400000.0,2700.0,Petrol,Automatic,5500.0,17,23529.0,High,Medium_e,Suzuki,72.7,0,0,0,0,0,0,0,0,0,1,0,0
Volkswagen,Golf,2010,Hatchback,225550.0,2000.0,Petrol,Automatic,9650.0,12,18796.0,High,Medium_e,Volkswagen,23.4,0,0,0,0,1,0,0,0,0,0,0,0
Daewoo,Rare,2003,Hatchback,220000.0,1400.0,Petrol,Manual,2000.0,19,11579.0,Low,Low_e,Rare cheap,110.0,0,0,0,0,1,0,0,0,0,0,0,0
Nissan,Almera,2003,Hatchback,90000.0,1500.0,Petrol,Manual,1000.0,19,4737.0,Low,Low_e,Nissan,90.0,0,0,0,0,1,0,0,0,0,0,0,0
Renault,Grand Scenic,2013,Minivan,165000.0,1500.0,Diesel,Manual,7500.0,9,18333.0,High,Medium_e,Renault,22.0,0,0,0,0,0,0,1,0,0,0,0,0
Honda,Rare,2018,Hatchback,36000.0,1500.0,Plug-in Hybrid,Automatic,18499.0,4,9000.0,Low,Low_e,Honda,1.9,0,0,0,0,1,0,0,0,0,0,0,0
Toyota,Rare,2015,Minivan,102000.0,1800.0,Petrol,Automatic,12500.0,7,14571.0,Medium,Low_e,Toyota,8.2,0,0,0,0,0,0,1,0,0,0,0,0
BMW,5 Series,2004,Sedan,2899.0,2500.0,Petrol,Manual,6100.0,18,161.0,Low,Low_e,BMW,0.5,0,0,0,0,0,0,0,0,0,0,1,0
Mitsubishi,Outlander,2003,Crossover,208367.0,2000.0,Petrol,Manual,4600.0,19,10967.0,Low,Low_e,Mitsubishi,45.3,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Touran,2011,Minivan,168000.0,1400.0,Petrol,Manual,7999.0,11,15273.0,Medium,Low_e,Volkswagen,21.0,0,0,0,0,0,0,1,0,0,0,0,0
Toyota,Rare,2019,Hatchback,2500.0,1800.0,Plug-in Hybrid,Automatic,18999.0,3,833.0,Low,Low_e,Toyota,0.1,0,0,0,0,1,0,0,0,0,0,0,0
Volkswagen,Transporter,2004,Microvan,190000.0,1896.0,Diesel,Manual,6300.0,18,10556.0,Low,Low_e,Volkswagen,30.2,0,0,0,0,0,1,0,0,0,0,0,0
Skoda,Octavia,2011,Universal,210000.0,1400.0,Petrol,Manual,6400.0,11,19091.0,High,Medium_e,Skoda,32.8,0,0,0,0,0,0,0,0,0,0,0,1
Lincoln,Rare,2014,Sedan,160000.0,2000.0,Hybrid,Automatic,12200.0,8,20000.0,High,Medium_e,Rare expensive,13.1,0,0,0,0,0,0,0,0,0,0,1,0
Renault,Scenic,2004,Universal,180000.0,1500.0,Diesel,Manual,3300.0,18,10000.0,Low,Low_e,Renault,54.5,0,0,0,0,0,0,0,0,0,0,0,1
Mercedes,Rare,1984,Universal,100000.0,2400.0,Diesel,Manual,1000.0,38,2632.0,Low,Low_e,Mercedes,100.0,0,0,0,0,0,0,0,0,0,0,0,1
Toyota,Land Cruiser Prado,2007,Crossover,202000.0,2700.0,Metan/Propan,Automatic,14600.0,15,13467.0,Medium,Low_e,Toyota,13.8,0,0,0,1,0,0,0,0,0,0,0,0
Volkswagen,Polo,2017,Hatchback,170000.0,1422.0,Diesel,Manual,8200.0,5,34000.0,High,High_e,Volkswagen,20.7,0,0,0,0,1,0,0,0,0,0,0,0
Volkswagen,Jetta,2013,Sedan,198000.0,1400.0,Hybrid,Automatic,8400.0,9,22000.0,High,Medium_e,Volkswagen,23.6,0,0,0,0,0,0,0,0,0,0,1,0
KIA,Rio,2004,Universal,183454.0,1300.0,Petrol,Manual,2500.0,18,10192.0,Low,Low_e,KIA,73.4,0,0,0,0,0,0,0,0,0,0,0,1
BMW,X6,2013,Crossover,104000.0,2979.0,Petrol,Automatic,30900.0,9,11556.0,Low,Low_e,BMW,3.4,0,0,0,1,0,0,0,0,0,0,0,0
